event_time,container_id,cargo_type,origin_port,destination_market,temperature_c,humidity_pct,vibration_g,transit_hour
2026-08-01T19:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.62,90.25,0.379,19
2026-08-01T19:25:00,BAN-005,Bananas,Guayaquil,Hamburg,12.73,88.46,0.463,19
2026-08-01T19:30:00,BAN-005,Bananas,Guayaquil,Hamburg,14.06,90.53,0.086,19
2026-08-01T19:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.26,91.82,0.304,19
2026-08-01T19:40:00,BAN-005,Bananas,Guayaquil,Hamburg,12.88,90.43,0.238,19
2026-08-01T19:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.21,92.18,0.383,19
2026-08-01T19:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.38,87.93,0.24,19
2026-08-01T19:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.87,86.99,0.237,19
2026-08-01T20:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.76,89.85,0.242,20
2026-08-01T20:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.42,88.9,0.431,20
2026-08-01T20:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.28,89.76,0.494,20
2026-08-01T20:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.48,89.11,0.441,20
2026-08-01T20:20:00,BAN-005,Bananas,Guayaquil,Hamburg,12.97,88.2,0.506,20
2026-08-01T20:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.51,91.23,0.408,20
2026-08-01T20:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.27,90.32,0.586,20
2026-08-01T20:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.22,92.42,0.496,20
2026-08-01T20:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.6,89.55,0.481,20
2026-08-01T20:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.4,87.28,0.516,20
2026-08-01T20:50:00,BAN-005,Bananas,Guayaquil,Hamburg,12.92,89.72,0.431,20
2026-08-01T20:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.92,93.55,0.266,20
2026-08-01T21:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.24,90.36,0.51,21
2026-08-01T21:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.91,89.65,0.384,21
2026-08-01T21:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.5,90.61,0.271,21
2026-08-01T21:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.2,87.33,0.365,21
2026-08-01T21:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.88,89.78,0.489,21
2026-08-01T21:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.02,88.84,0.698,21
2026-08-01T21:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.45,90.15,0.448,21
2026-08-01T21:35:00,BAN-005,Bananas,Guayaquil,Hamburg,12.93,92.27,0.411,21
2026-08-01T21:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.4,91.36,0.543,21
2026-08-01T21:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.07,91.74,0.522,21
2026-08-01T21:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.58,89.06,0.938,21
2026-08-01T21:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.68,91.59,0.189,21
2026-08-01T22:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.74,91.99,0.426,22
2026-08-01T22:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.66,91.41,0.432,22
2026-08-01T22:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.4,90.9,0.342,22
2026-08-01T22:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.55,90.67,0.172,22
2026-08-01T22:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.47,90.31,0.218,22
2026-08-01T22:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.56,89.66,0.335,22
2026-08-01T22:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.29,89.8,0.482,22
2026-08-01T22:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.98,91.09,0.501,22
2026-08-01T22:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.42,91.63,0.381,22
2026-08-01T22:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.27,88.71,0.323,22
2026-08-01T22:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.71,86.85,0.153,22
2026-08-01T22:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.58,90.36,0.664,22
2026-08-01T23:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.48,89.88,0.313,23
2026-08-01T23:05:00,BAN-005,Bananas,Guayaquil,Hamburg,14.19,89.69,0.252,23
2026-08-01T23:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.58,89.28,0.625,23
2026-08-01T23:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.67,88.97,0.352,23
2026-08-01T23:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.79,90.73,0.17,23
2026-08-01T23:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.28,87.66,0.292,23
2026-08-01T23:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.43,90.7,0.562,23
2026-08-01T23:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.5,92.53,0.248,23
2026-08-01T23:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.2,91.21,0.246,23
2026-08-01T23:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.98,90.8,0.299,23
2026-08-01T23:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.25,91.73,0.637,23
2026-08-01T23:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.08,90.03,0.402,23
2026-08-02T00:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.36,90.17,0.541,24
2026-08-02T00:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.37,91.88,0.661,24
2026-08-02T00:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.53,89.36,0.625,24
2026-08-02T00:15:00,BAN-005,Bananas,Guayaquil,Hamburg,12.96,88.78,0.263,24
2026-08-02T00:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.83,93.1,0.42,24
2026-08-02T00:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.63,88.94,0.113,24
2026-08-02T00:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.12,91.31,0.428,24
2026-08-02T00:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.17,90.94,0.194,24
2026-08-02T00:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.4,91.2,0.292,24
2026-08-02T00:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.33,89.79,0.723,24
2026-08-02T00:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.67,92.32,0.376,24
2026-08-02T00:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.38,90.52,0.473,24
2026-08-02T01:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.15,90.19,0.667,25
2026-08-02T01:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.56,87.64,0.361,25
2026-08-02T01:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.59,87.95,0.353,25
2026-08-02T01:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.64,90.65,0.551,25
2026-08-02T01:20:00,BAN-005,Bananas,Guayaquil,Hamburg,14.0,88.55,0.368,25
2026-08-02T01:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.76,90.96,0.33,25
2026-08-02T01:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.01,89.92,0.297,25
2026-08-02T01:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.31,89.59,0.586,25
2026-08-02T01:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.62,90.41,0.552,25
2026-08-02T01:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.22,88.84,0.349,25
2026-08-02T01:50:00,BAN-005,Bananas,Guayaquil,Hamburg,14.01,88.56,0.299,25
2026-08-02T01:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.68,88.9,0.447,25
2026-08-02T02:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.32,89.53,0.317,26
2026-08-02T02:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.75,88.55,0.419,26
2026-08-02T02:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.21,92.25,0.377,26
2026-08-02T02:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.29,91.57,0.288,26
2026-08-02T02:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.49,91.98,0.716,26
2026-08-02T02:25:00,BAN-005,Bananas,Guayaquil,Hamburg,14.16,91.38,0.599,26
2026-08-02T02:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.46,88.16,0.57,26
2026-08-02T02:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.83,91.64,0.521,26
2026-08-02T02:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.75,87.77,0.598,26
2026-08-02T02:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.72,87.45,0.316,26
2026-08-02T02:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.83,88.29,0.215,26
2026-08-02T02:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.78,89.21,0.484,26
2026-08-02T03:00:00,BAN-005,Bananas,Guayaquil,Hamburg,14.04,89.66,0.425,27
2026-08-02T03:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.56,89.77,0.417,27
2026-08-02T03:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.48,87.76,0.276,27
2026-08-02T03:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.69,91.21,0.451,27
2026-08-02T03:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.57,92.34,0.307,27
2026-08-02T03:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.99,90.89,0.127,27
2026-08-02T03:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.08,88.53,0.338,27
2026-08-02T03:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.49,89.73,0.308,27
2026-08-02T03:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.93,89.15,0.375,27
2026-08-02T03:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.51,89.01,0.216,27
2026-08-02T03:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.43,90.98,0.231,27
2026-08-02T03:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.26,87.84,0.235,27
2026-08-02T04:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.28,90.6,0.306,28
2026-08-02T04:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.37,89.35,0.31,28
2026-08-02T04:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.88,90.82,0.395,28
2026-08-02T04:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.81,90.07,0.148,28
2026-08-02T04:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.13,90.59,0.4,28
2026-08-02T04:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.53,92.2,0.343,28
2026-08-02T04:30:00,BAN-005,Bananas,Guayaquil,Hamburg,12.92,88.63,0.593,28
2026-08-02T04:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.4,89.71,0.497,28
2026-08-02T04:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.25,90.53,0.397,28
2026-08-02T04:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.72,91.0,0.383,28
2026-08-02T04:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.84,89.25,0.43,28
2026-08-02T04:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.63,88.65,0.322,28
2026-08-02T05:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.18,88.38,0.289,29
2026-08-02T05:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.7,91.28,0.436,29
2026-08-02T05:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.39,89.83,0.544,29
2026-08-02T05:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.29,88.2,0.024,29
2026-08-02T05:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.36,92.39,0.212,29
2026-08-02T05:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.13,89.25,0.029,29
2026-08-02T05:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.38,89.93,0.613,29
2026-08-02T05:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.49,90.2,0.462,29
2026-08-02T05:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.26,87.39,0.515,29
2026-08-02T05:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.15,90.32,0.387,29
2026-08-02T05:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.91,90.03,0.056,29
2026-08-02T05:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.38,93.16,0.566,29
2026-08-02T06:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.45,89.54,0.245,30
2026-08-02T06:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.66,91.77,0.622,30
2026-08-02T06:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.22,92.44,0.512,30
2026-08-02T06:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.35,91.89,0.336,30
2026-08-02T06:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.22,90.31,0.257,30
2026-08-02T06:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.62,92.2,0.363,30
2026-08-02T06:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.49,89.46,0.376,30
2026-08-02T06:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.01,89.25,0.38,30
2026-08-02T06:40:00,BAN-005,Bananas,Guayaquil,Hamburg,12.68,89.83,0.579,30
2026-08-02T06:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.55,90.54,0.29,30
2026-08-02T06:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.62,88.24,0.267,30
2026-08-02T06:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.73,92.56,0.551,30
2026-08-02T07:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.46,91.35,0.226,31
2026-08-02T07:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.78,91.26,0.44,31
2026-08-02T07:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.55,89.89,0.529,31
2026-08-02T07:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.48,87.28,0.599,31
2026-08-02T07:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.46,91.24,0.566,31
2026-08-02T07:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.62,89.42,0.462,31
2026-08-02T07:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.78,88.87,0.263,31
2026-08-02T07:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.07,89.68,0.701,31
2026-08-02T07:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.47,91.79,0.387,31
2026-08-02T07:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.33,89.68,0.286,31
2026-08-02T07:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.46,89.89,0.579,31
2026-08-02T07:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.4,90.74,0.265,31
2026-08-02T08:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.73,91.06,0.137,32
2026-08-02T08:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.79,90.47,0.457,32
2026-08-02T08:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.48,89.08,0.463,32
2026-08-02T08:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.69,88.21,0.343,32
2026-08-02T08:20:00,BAN-005,Bananas,Guayaquil,Hamburg,14.03,91.21,0.294,32
2026-08-02T08:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.36,90.04,0.325,32
2026-08-02T08:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.72,90.78,0.238,32
2026-08-02T08:35:00,BAN-005,Bananas,Guayaquil,Hamburg,14.01,92.61,0.36,32
2026-08-02T08:40:00,BAN-005,Bananas,Guayaquil,Hamburg,12.91,93.87,0.312,32
2026-08-02T08:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.12,90.94,0.197,32
2026-08-02T08:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.31,89.62,0.483,32
2026-08-02T08:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.63,90.91,0.447,32
2026-08-02T09:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.46,90.84,0.673,33
2026-08-02T09:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.38,91.39,0.323,33
2026-08-02T09:10:00,BAN-005,Bananas,Guayaquil,Hamburg,14.01,89.93,0.254,33
2026-08-02T09:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.43,86.56,0.538,33
2026-08-02T09:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.56,90.33,0.445,33
2026-08-02T09:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.53,90.94,0.209,33
2026-08-02T09:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.45,90.01,0.373,33
2026-08-02T09:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.73,87.01,0.37,33
2026-08-02T09:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.33,92.44,0.391,33
2026-08-02T09:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.8,90.65,0.251,33
2026-08-02T09:50:00,BAN-005,Bananas,Guayaquil,Hamburg,12.94,91.1,0.293,33
2026-08-02T09:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.12,90.94,0.288,33
2026-08-02T10:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.46,93.05,0.423,34
2026-08-02T10:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.49,90.49,0.516,34
2026-08-02T10:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.5,89.89,0.572,34
2026-08-02T10:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.41,92.39,0.342,34
2026-08-02T10:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.45,88.33,0.566,34
2026-08-02T10:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.37,90.46,0.335,34
2026-08-02T10:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.37,91.3,0.506,34
2026-08-02T10:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.38,90.51,0.181,34
2026-08-02T10:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.23,88.2,0.493,34
2026-08-02T10:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.88,91.28,0.481,34
2026-08-02T10:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.29,89.45,0.34,34
2026-08-02T10:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.8,89.89,0.264,34
2026-08-02T11:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.03,91.19,0.357,35
2026-08-02T11:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.65,88.71,0.152,35
2026-08-02T11:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.54,91.3,0.486,35
2026-08-02T11:15:00,BAN-005,Bananas,Guayaquil,Hamburg,14.17,90.21,0.612,35
2026-08-02T11:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.74,90.72,0.516,35
2026-08-02T11:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.56,90.29,0.536,35
2026-08-02T11:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.76,90.87,0.289,35
2026-08-02T11:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.39,90.55,0.5,35
2026-08-02T11:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.38,91.07,0.273,35
2026-08-02T11:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.39,93.14,0.574,35
2026-08-02T11:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.43,89.02,0.375,35
2026-08-02T11:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.02,90.73,0.251,35
2026-08-02T12:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.11,88.23,0.343,36
2026-08-02T12:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.14,91.18,0.257,36
2026-08-02T12:10:00,BAN-005,Bananas,Guayaquil,Hamburg,14.13,92.39,0.553,36
2026-08-02T12:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.4,88.83,0.271,36
2026-08-02T12:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.43,92.4,0.475,36
2026-08-02T12:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.63,88.89,0.186,36
2026-08-02T12:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.43,91.99,0.334,36
2026-08-02T12:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.36,90.64,0.309,36
2026-08-02T12:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.63,89.56,0.375,36
2026-08-02T12:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.88,90.18,0.451,36
2026-08-02T12:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.55,92.63,0.601,36
2026-08-02T12:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.28,88.23,0.466,36
2026-08-02T13:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.51,88.77,0.43,37
2026-08-02T13:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.71,87.88,0.541,37
2026-08-02T13:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.33,87.38,0.216,37
2026-08-02T13:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.63,88.94,0.479,37
2026-08-02T13:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.8,91.22,0.491,37
2026-08-02T13:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.43,88.34,0.413,37
2026-08-02T13:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.6,88.8,0.084,37
2026-08-02T13:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.73,88.44,0.449,37
2026-08-02T13:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.47,89.51,0.608,37
2026-08-02T13:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.88,92.38,0.693,37
2026-08-02T13:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.05,92.18,0.4,37
2026-08-02T13:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.44,88.47,0.369,37
2026-08-02T14:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.71,89.15,0.458,38
2026-08-02T14:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.67,87.61,0.46,38
2026-08-02T14:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.44,91.5,0.427,38
2026-08-02T14:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.12,87.44,0.326,38
2026-08-02T14:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.98,90.7,0.006,38
2026-08-02T14:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.47,89.94,0.335,38
2026-08-02T14:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.59,90.53,0.753,38
2026-08-02T14:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.35,89.2,0.297,38
2026-08-02T14:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.14,88.0,0.709,38
2026-08-02T14:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.67,89.39,0.616,38
2026-08-02T14:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.28,89.72,0.765,38
2026-08-02T14:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.91,90.1,0.302,38
2026-08-02T15:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.75,89.05,0.516,39
2026-08-02T15:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.21,90.16,0.232,39
2026-08-02T15:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.6,87.41,0.353,39
2026-08-02T15:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.07,92.3,0.36,39
2026-08-02T15:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.49,88.03,0.376,39
2026-08-02T15:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.86,89.71,0.524,39
2026-08-02T15:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.0,87.93,0.479,39
2026-08-02T15:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.28,86.4,0.407,39
2026-08-02T15:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.28,92.01,0.545,39
2026-08-02T15:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.6,92.39,0.335,39
2026-08-02T15:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.49,88.84,0.383,39
2026-08-02T15:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.96,90.09,0.151,39
2026-08-02T16:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.44,88.77,0.569,40
2026-08-02T16:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.9,88.11,0.249,40
2026-08-02T16:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.39,89.4,0.437,40
2026-08-02T16:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.61,90.97,0.314,40
2026-08-02T16:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.33,89.9,0.406,40
2026-08-02T16:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.62,89.89,0.306,40
2026-08-02T16:30:00,BAN-005,Bananas,Guayaquil,Hamburg,13.59,92.47,0.238,40
2026-08-02T16:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.33,89.72,0.315,40
2026-08-02T16:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.74,88.98,0.335,40
2026-08-02T16:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.65,92.27,0.575,40
2026-08-02T16:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.85,89.82,0.495,40
2026-08-02T16:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.64,90.73,0.256,40
2026-08-02T17:00:00,BAN-005,Bananas,Guayaquil,Hamburg,13.12,89.58,0.311,41
2026-08-02T17:05:00,BAN-005,Bananas,Guayaquil,Hamburg,13.09,90.19,0.722,41
2026-08-02T17:10:00,BAN-005,Bananas,Guayaquil,Hamburg,13.7,90.93,0.421,41
2026-08-02T17:15:00,BAN-005,Bananas,Guayaquil,Hamburg,13.28,88.69,0.412,41
2026-08-02T17:20:00,BAN-005,Bananas,Guayaquil,Hamburg,13.77,92.63,0.169,41
2026-08-02T17:25:00,BAN-005,Bananas,Guayaquil,Hamburg,13.35,89.87,0.347,41
2026-08-02T17:30:00,BAN-005,Bananas,Guayaquil,Hamburg,14.0,89.77,0.232,41
2026-08-02T17:35:00,BAN-005,Bananas,Guayaquil,Hamburg,13.38,88.76,0.388,41
2026-08-02T17:40:00,BAN-005,Bananas,Guayaquil,Hamburg,13.24,89.74,0.45,41
2026-08-02T17:45:00,BAN-005,Bananas,Guayaquil,Hamburg,13.71,89.37,0.316,41
2026-08-02T17:50:00,BAN-005,Bananas,Guayaquil,Hamburg,13.72,93.24,0.219,41
2026-08-02T17:55:00,BAN-005,Bananas,Guayaquil,Hamburg,13.64,91.7,0.237,41
2026-08-02T18:00:00,BAN-005,Bananas,Guayaquil,Hamburg,14.12,87.26,0.431,42
